end,isr_entry,iret,c_entry,c_exit,first_try_handle_mm_fault_with_mm_lock_end,first_try_handle_mm_fault_with_mm_lock_page_table_walk_end,first_try_handle_mm_fault_with_mm_lock_start,first_try_lock_mm_and_find_vma_end,first_try_lock_mm_and_find_vma_start,handle_mm_fault_with_vma_lock_end,handle_mm_fault_with_vma_lock_page_table_walk_end,handle_mm_fault_with_vma_lock_start,lock_vma_under_rcu_end,lock_vma_under_rcu_start,page_allocation_end,page_allocation_start,retry_handle_mm_fault_with_mm_lock_end,retry_handle_mm_fault_with_mm_lock_page_table_walk_end,retry_handle_mm_fault_with_mm_lock_start,retry_lock_mm_and_find_vma_end,retry_lock_mm_and_find_vma_start,wake_up_userfaultfd_end,wake_up_userfaultfd_start
10601,1458,9740,1915,9043,,,,,,8667,3451,2949,2706,2311,6240,3985,,,,,,,
10487,1466,9650,1925,8957,,,,,,8545,3430,2945,2701,2307,6453,3983,,,,,,,
10438,1454,9620,1913,8919,,,,,,8568,3433,2933,2689,2297,6469,4111,,,,,,,
10550,1458,9739,1913,9059,,,,,,8704,3495,3016,2722,2327,6557,4121,,,,,,,
11156,1499,10370,1962,9693,,,,,,9314,3480,2990,2747,2350,7217,4055,,,,,,,
11251,1462,10434,1919,9717,,,,,,9356,3429,2947,2703,2307,6494,4079,,,,,,,
11789,1456,10956,1933,10266,,,,,,9886,3609,2977,2705,2313,7028,4320,,,,,,,
10612,1469,9791,1926,9113,,,,,,8755,3480,2978,2735,2316,6777,4095,,,,,,,
10587,1459,9775,1914,9082,,,,,,8729,3482,3001,2712,2304,6844,4010,,,,,,,
11477,1517,10660,1970,9982,,,,,,9620,3518,3033,2791,2373,7372,4091,,,,,,,
10707,1459,9919,1924,9244,,,,,,8889,3565,3017,2726,2304,6858,4199,,,,,,,
11999,1459,11182,1928,10498,,,,,,10142,3474,2980,2722,2326,7266,4099,,,,,,,
11320,1458,10505,1931,9727,,,,,,9339,3471,2988,2742,2350,6876,4206,,,,,,,
11507,1460,10530,1934,9855,,,,,,9492,3481,2955,2709,2317,7010,4117,,,,,,,
11783,1489,10920,1960,10227,,,,,,9869,3579,3079,2793,2360,7493,4355,,,,,,,
10983,1479,10189,1938,9512,,,,,,9155,3469,2990,2744,2334,6961,4048,,,,,,,
10323,1461,9539,1916,8850,,,,,,8497,3417,2937,2696,2299,6441,3947,,,,,,,
10457,1464,9644,1923,8955,,,,,,8586,3526,3034,2754,2327,6693,4101,,,,,,,
11651,1458,10841,1915,10150,,,,,,9770,3459,2978,2738,2309,7111,4160,,,,,,,
10601,1454,9801,1909,9128,,,,,,8718,3429,2943,2703,2305,6589,4032,,,,,,,
24074,1483,23274,1942,22600,,,,,,22222,3498,3004,2760,2338,6792,4083,,,,,,,
10765,1466,9979,1925,9297,,,,,,8919,3475,2996,2705,2311,6995,4208,,,,,,,
10931,1475,10138,1932,9456,,,,,,9080,3470,2984,2730,2334,6653,4191,,,,,,,
12959,1462,11771,1921,11021,,,,,,10623,3618,3037,2746,2307,7759,4517,,,,,,,
11103,1458,10292,1924,9602,,,,,,9246,3496,2998,2704,2297,7235,4239,,,,,,,
11328,1518,10414,1973,9726,,,,,,9366,3526,3031,2740,2346,6980,4268,,,,,,,
10930,1463,10012,1940,9334,,,,,,8978,3537,2990,2702,2306,6862,4359,,,,,,,
11542,1473,10727,1934,10053,,,,,,9699,3537,2984,2692,2300,7376,4168,,,,,,,
11288,1458,10491,1923,9813,,,,,,9401,3494,2980,2740,2324,6926,4272,,,,,,,
11162,1459,10321,1916,9631,,,,,,9271,3419,2929,2688,2288,7039,4185,,,,,,,
12604,1462,11686,1944,11003,,,,,,10627,3601,3093,2787,2334,7840,4334,,,,,,,
11676,1465,10825,1936,10130,,,,,,9699,3705,3120,2809,2358,6992,4436,,,,,,,
10735,1458,9880,1913,9163,,,,,,8803,3495,3004,2711,2303,7012,4099,,,,,,,
11113,1460,10258,1923,9581,,,,,,9220,3486,3006,2718,2299,6983,4020,,,,,,,
11180,1480,10333,1939,9642,,,,,,9264,3443,2959,2715,2323,6977,3981,,,,,,,
10706,1464,9892,1925,9177,,,,,,8817,3428,2949,2705,2309,6534,3967,,,,,,,
10991,1454,10168,1913,9494,,,,,,9138,3451,2945,2699,2307,6705,4024,,,,,,,
11253,1460,10424,1923,9734,,,,,,9374,3479,2998,2754,2320,7158,4298,,,,,,,
11613,1465,10794,1922,10114,,,,,,9704,3464,2950,2706,2312,7530,4286,,,,,,,
13814,1460,12941,1941,12248,,,,,,11893,3505,3024,2734,2338,8819,4377,,,,,,,
34916,1475,34101,1940,33360,,,,,,32970,3519,3035,2747,2320,30534,4193,,,,,,,
11159,1462,10339,1917,9664,,,,,,9305,3499,3012,2717,2323,6792,4194,,,,,,,
11393,1461,10605,1920,9927,,,,,,9525,3459,2972,2683,2287,7002,4132,,,,,,,
11054,1464,10268,1917,9594,,,,,,9236,3679,3059,2771,2320,6853,4278,,,,,,,
11304,1456,10526,1913,9805,,,,,,9451,3487,3008,2744,2330,7132,4645,,,,,,,
10555,1485,9781,1948,9062,,,,,,8706,3512,3033,2761,2346,6577,4069,,,,,,,
12096,1501,11226,1998,10536,,,,,,10178,3613,3126,2837,2405,7280,4385,,,,,,,
10896,1493,10057,1964,9368,,,,,,9011,3561,3075,2787,2356,7073,4298,,,,,,,
10737,1475,9886,1930,9163,,,,,,8807,3540,2968,2716,2320,6746,4091,,,,,,,
10890,1458,10012,1920,9277,,,,,,8921,3463,2953,2702,2310,6931,4292,,,,,,,
11037,1456,10194,1911,9473,,,,,,9114,3473,2979,2736,2329,6489,4133,,,,,,,
23784,1468,22975,1929,22268,,,,,,21891,3524,3022,2734,2338,7083,4186,,,,,,,
10796,1462,9959,1919,9269,,,,,,8866,3465,2982,2732,2334,6404,4044,,,,,,,
12088,1471,11271,1926,10573,,,,,,10217,3526,3012,2724,2306,7694,4294,,,,,,,
11257,1452,10432,1911,9742,,,,,,9368,3459,2978,2691,2281,7156,4269,,,,,,,
10969,1461,10146,1926,9470,,,,,,9117,3441,2962,2716,2324,6695,4063,,,,,,,
11952,1462,11088,1933,10375,,,,,,10010,3634,3049,2762,2325,7525,4678,,,,,,,
10250,1459,9438,1914,8763,,,,,,8408,3425,2944,2700,2306,6316,4087,,,,,,,
11635,1470,10808,1925,10135,,,,,,9776,3459,2981,2736,2321,7080,4141,,,,,,,
10593,1465,9756,1922,9070,,,,,,8692,3433,2941,2696,2300,6602,4176,,,,,,,
10949,1471,10112,1928,9423,,,,,,9033,3421,2937,2696,2300,6594,4061,,,,,,,
11517,1478,10668,1940,9975,,,,,,9622,3475,2996,2705,2313,7215,4180,,,,,,,
11149,1454,10304,1919,9614,,,,,,9258,3540,3004,2720,2313,6859,4481,,,,,,,
12336,1483,11454,1956,10762,,,,,,10380,3512,3033,2742,2346,7642,4648,,,,,,,
10691,1459,9882,1926,9206,,,,,,8853,3512,3031,2741,2310,6897,4071,,,,,,,
10307,1471,9411,1926,8714,,,,,,8357,3492,3006,2714,2306,6382,4095,,,,,,,
11405,1458,10595,1923,9904,,,,,,9549,3575,2994,2703,2309,7363,4332,,,,,,,
11038,1460,10225,1918,9553,,,,,,9193,3490,3008,2718,2308,6689,4022,,,,,,,
11079,1469,10254,1928,9559,,,,,,9198,3397,2915,2627,2233,7100,3923,,,,,,,
12106,1462,11267,1919,10568,,,,,,10191,3648,3018,2728,2321,7184,4397,,,,,,,
10509,1462,9691,1917,9010,,,,,,8659,3489,3010,2717,2299,6676,4263,,,,,,,
11026,1458,10211,1932,9537,,,,,,9143,3467,2978,2718,2322,6744,4164,,,,,,,
11873,1462,11020,1950,10325,,,,,,9961,3534,3055,2785,2350,7245,4260,,,,,,,
10355,1469,9496,1926,8816,,,,,,8448,3445,2966,2722,2320,6386,3981,,,,,,,
11222,1462,10398,1923,9713,,,,,,9337,3502,3016,2728,2317,7182,4140,,,,,,,
11076,1495,10257,1945,9569,,,,,,9215,3445,2965,2719,2327,7026,4036,,,,,,,
10725,1466,9914,1938,9199,,,,,,8844,3461,2982,2738,2328,6585,4093,,,,,,,
11317,1461,10504,1920,9828,,,,,,9458,3431,2944,2698,2294,7073,4039,,,,,,,
10861,1461,10047,1938,9332,,,,,,8974,3411,2931,2641,2247,6722,4020,,,,,,,
10926,1456,10136,1911,9427,,,,,,9061,3439,2939,2699,2299,6798,4129,,,,,,,
11855,1463,11040,1940,10366,,,,,,10006,3606,3017,2726,2330,7110,4276,,,,,,,
10644,1461,9830,1922,9157,,,,,,8769,3502,3000,2700,2302,6354,4103,,,,,,,
23243,1454,22425,1909,21710,,,,,,21358,3463,2979,2734,2299,6329,4023,,,,,,,
10656,1455,9844,1912,9131,,,,,,8775,3472,2970,2716,2306,6525,4016,,,,,,,
10646,1469,9827,1924,9145,,,,,,8732,3484,2970,2726,2330,6575,4304,,,,,,,
10926,1464,10105,1921,9415,,,,,,9031,3492,3002,2714,2303,6317,4117,,,,,,,
10530,1515,9720,1970,9045,,,,,,8688,3445,2960,2669,2275,6537,4089,,,,,,,
11184,1466,10353,1931,9642,,,,,,9262,3487,2990,2703,2311,6987,4064,,,,,,,
11791,1460,10976,1919,10284,,,,,,9906,3489,2998,2707,2315,7129,4225,,,,,,,
12009,1460,11184,1917,10508,,,,,,10140,3469,2982,2695,2301,7700,4284,,,,,,,
10250,1477,9442,1975,8727,,,,,,8371,3449,2966,2675,2283,6289,4083,,,,,,,
10958,1464,10140,1919,9429,,,,,,9057,3390,2906,2663,2267,6772,4219,,,,,,,
11407,1489,10595,1950,9900,,,,,,9531,3447,2941,2675,2271,6904,4300,,,,,,,
11755,1461,10944,1926,10223,,,,,,9866,3474,2990,2702,2310,7613,4254,,,,,,,
11354,1454,10509,1909,9833,,,,,,9465,3589,3110,2823,2429,7205,4233,,,,,,,
12437,1458,11627,1928,10942,,,,,,10579,3610,2982,2671,2251,8052,4739,,,,,,,
13506,1457,12647,1938,11944,,,,,,11532,3508,3029,2728,2330,7865,4607,,,,,,,
11235,1460,10402,1933,9725,,,,,,9370,3546,3063,2772,2334,7221,4389,,,,,,,
11621,1465,10756,1922,10065,,,,,,9687,3529,3027,2741,2326,7711,4361,,,,,,,
11214,1471,10404,1926,9679,,,,,,9323,3475,2996,2708,2313,7262,4003,,,,,,,
11108,1462,10306,1919,9620,,,,,,9171,3440,2939,2640,2224,6707,4060,,,,,,,
12143,1483,11257,1952,10567,,,,,,10213,3539,3033,2742,2338,7906,4331,,,,,,,
10264,1457,9399,1916,8723,,,,,,8367,3478,2992,2704,2294,6513,4132,,,,,,,
11066,1460,10219,1920,9527,,,,,,9149,3486,2996,2695,2297,6860,4219,,,,,,,
11351,1467,10524,1928,9846,,,,,,9486,3525,3017,2728,2332,7122,4110,,,,,,,
12569,1460,11708,1927,11009,,,,,,10649,3505,3020,2732,2321,7820,4379,,,,,,,
10707,1471,9878,1928,9200,,,,,,8844,3480,3000,2712,2316,6577,4132,,,,,,,
12199,1472,11318,1946,10641,,,,,,10284,3538,3049,2752,2340,7639,4298,,,,,,,
11704,1483,10853,1938,10134,,,,,,9778,3640,3012,2718,2322,7312,4430,,,,,,,
11802,1467,10952,1930,10213,,,,,,9839,3488,2996,2708,2309,7109,4101,,,,,,,
11398,1459,10581,1916,9893,,,,,,9513,3498,3009,2724,2304,7181,4148,,,,,,,
11148,1463,10307,1922,9586,,,,,,9202,3482,2990,2720,2328,6750,4099,,,,,,,
11233,1461,10419,1918,9742,,,,,,9385,3443,2952,2686,2294,6831,4235,,,,,,,
24322,1477,23455,1950,22764,,,,,,22380,3528,3041,2750,2336,7254,4329,,,,,,,
11899,1461,11044,1936,10372,,,,,,9931,3665,3047,2722,2328,6967,4365,,,,,,,
10952,1458,10105,1917,9409,,,,,,9051,3455,2960,2700,2305,6618,3997,,,,,,,
11910,1461,11075,1930,10384,,,,,,9970,3450,2958,2700,2273,7053,4087,,,,,,,
10999,1458,10188,1917,9473,,,,,,9118,3355,2874,2630,2238,6776,4058,,,,,,,
11391,1464,10577,1926,9858,,,,,,9490,3498,3018,2724,2324,6926,4237,,,,,,,
11103,1467,10292,1928,9604,,,,,,9220,3421,2937,2697,2299,6510,4130,,,,,,,
11015,1466,10180,1935,9498,,,,,,9146,3451,2965,2721,2321,6762,4064,,,,,,,
12007,1458,11172,1932,10479,,,,,,10122,3492,3012,2726,2332,7696,4444,,,,,,,
10341,1467,9559,1922,8871,,,,,,8515,3559,2994,2702,2310,6648,4150,,,,,,,
10506,1461,9724,1920,9005,,,,,,8647,3433,2954,2708,2312,6622,3990,,,,,,,
10643,1460,9857,1917,9173,,,,,,8813,3422,2941,2697,2303,6703,4217,,,,,,,
10474,1457,9655,1912,8968,,,,,,8591,3364,2869,2623,2231,6490,3967,,,,,,,
11017,1462,10205,1919,9482,,,,,,9126,3433,2947,2703,2309,7142,4060,,,,,,,
10416,1456,9598,1915,8921,,,,,,8564,3423,2925,2681,2287,6541,4079,,,,,,,
82626,1461,81630,1922,80554,,,,,,79792,3456,2976,2730,2320,76020,72126,,,,,,,
12579,1487,11763,1954,11086,,,,,,10682,3567,3018,2768,2313,8143,4763,,,,,,,
11631,1453,10813,1930,10096,,,,,,9724,3443,2964,2722,2320,7388,3982,,,,,,,
10975,1468,10158,1926,9468,,,,,,9082,3475,2984,2738,2322,6831,4014,,,,,,,
12390,1466,11576,1950,10881,,,,,,10511,3479,2971,2689,2272,7832,3954,,,,,,,
11156,1462,10341,1919,9650,,,,,,9264,3449,2947,2655,2238,7004,4052,,,,,,,
11598,1456,10782,1915,10103,,,,,,9691,3410,2931,2687,2291,7079,3947,,,,,,,
11954,1456,11141,1917,10450,,,,,,10079,3560,2984,2717,2313,7680,4342,,,,,,,
11497,1457,10683,1914,10008,,,,,,9627,3496,3017,2704,2310,7209,4274,,,,,,,
10995,1460,10180,1917,9494,,,,,,9083,3412,2931,2691,2293,6618,3987,,,,,,,
11259,1469,10414,1954,9713,,,,,,9336,3636,3102,2811,2373,6774,4223,,,,,,,
10579,1457,9722,1912,9035,,,,,,8637,3466,2984,2696,2283,6596,4030,,,,,,,
11381,1468,10548,1923,9872,,,,,,9490,3467,2988,2693,2301,6961,4105,,,,,,,
11222,1479,10276,1954,9559,,,,,,9179,3559,2943,2653,2259,6839,4225,,,,,,,
12098,1459,11268,1936,10591,,,,,,10211,3522,3041,2751,2354,7632,4347,,,,,,,
11454,1465,10520,1944,9844,,,,,,9484,3612,3031,2740,2340,7176,4381,,,,,,,
25147,1468,24356,1923,23619,,,,,,23203,3520,2994,2703,2307,7664,4288,,,,,,,
12636,1472,11844,1950,11121,,,,,,10761,3723,3032,2730,2335,7771,4659,,,,,,,
12959,1503,12035,1976,11361,,,,,,10971,3666,3059,2771,2379,7749,4674,,,,,,,
10595,1459,9777,1918,9062,,,,,,8706,3441,2948,2704,2304,6634,4134,,,,,,,
11276,1461,10437,1934,9764,,,,,,9381,3585,2952,2708,2314,7164,4223,,,,,,,
10997,1461,10171,1918,9484,,,,,,9100,3390,2897,2655,2259,6669,3996,,,,,,,
11097,1461,10282,1916,9592,,,,,,9236,3453,2964,2720,2318,7051,4268,,,,,,,
10920,1467,10108,1924,9393,,,,,,9037,3470,2990,2704,2308,6740,4185,,,,,,,
11312,1471,10488,1936,9773,,,,,,9421,3728,3043,2755,2348,6998,4386,,,,,,,
11992,1767,11174,2228,10503,,,,,,10123,3812,3331,3043,2628,7834,4899,,,,,,,
11633,1461,10823,1936,10146,,,,,,9769,3502,3015,2767,2334,7288,4479,,,,,,,
10757,1458,9945,1924,9271,,,,,,8919,3557,2947,2706,2314,6691,4180,,,,,,,
13216,1489,12371,1963,11682,,,,,,11318,3563,3070,2783,2353,8022,4479,,,,,,,
12075,1462,10972,1927,10249,,,,,,9872,3587,3093,2782,2346,7229,4164,,,,,,,
12502,1460,11665,1915,10975,,,,,,10585,3441,2955,2711,2303,7714,4816,,,,,,,
11836,1466,10977,1937,10286,,,,,,9930,3632,3065,2789,2350,7314,4507,,,,,,,
11072,1468,10239,1925,9510,,,,,,9146,3510,3010,2719,2325,6823,4253,,,,,,,
12639,1469,11830,1944,11130,,,,,,10768,3565,3017,2771,2330,7626,4292,,,,,,,
11296,1485,10433,1959,9744,,,,,,9385,3488,3009,2765,2322,7027,4203,,,,,,,
10505,1462,9652,1921,8962,,,,,,8600,3439,2959,2705,2295,6482,3957,,,,,,,
11204,1458,10406,1911,9727,,,,,,9372,3562,3063,2786,2311,7223,4367,,,,,,,
11019,1460,10205,1962,9531,,,,,,9177,3475,2980,2736,2342,6768,3995,,,,,,,
56773,1460,55575,1919,54773,,,,,,54389,3465,2980,2699,2307,51774,4393,,,,,,,
12667,1463,11690,1920,11013,,,,,,10642,3502,3010,2720,2322,7798,4306,,,,,,,
11796,1499,11008,1954,10317,,,,,,9955,3394,2907,2663,2259,7211,4146,,,,,,,
11525,1465,10713,1918,10008,,,,,,9614,3536,3004,2712,2314,7359,4284,,,,,,,
12516,1479,11576,1952,10891,,,,,,10530,3546,3057,2771,2338,7696,4505,,,,,,,
10415,1463,9600,1918,8928,,,,,,8570,3421,2934,2688,2292,6614,4000,,,,,,,
10625,1460,9817,1911,9037,,,,,,8638,3440,2937,2691,2299,6727,4147,,,,,,,
11749,1457,10932,1960,10217,,,,,,9858,3488,2996,2752,2354,7455,4516,,,,,,,
11160,1469,10337,1930,9651,,,,,,9273,3460,2964,2720,2324,6821,4069,,,,,,,
23365,1460,22536,1917,21858,,,,,,21478,3491,2957,2705,2307,7196,4218,,,,,,,
11538,1467,10680,1928,9988,,,,,,9626,3522,3037,2748,2312,6734,4227,,,,,,,
11403,1476,10584,1931,9867,,,,,,9512,3481,3002,2715,2301,7109,4139,,,,,,,
12908,1470,11771,1945,11078,,,,,,10708,3526,3014,2723,2331,7540,4458,,,,,,,
10424,1460,9609,1919,8911,,,,,,8509,3475,2996,2705,2303,6638,4076,,,,,,,
11594,1459,10715,1916,10000,,,,,,9642,3486,3002,2716,2299,7162,4191,,,,,,,
10971,1461,10160,1934,9488,,,,,,9124,3583,2996,2708,2312,6973,4217,,,,,,,
11690,1458,10830,1925,10158,,,,,,9762,3368,2888,2642,2250,7432,4491,,,,,,,
11840,1470,11029,1935,10335,,,,,,9947,3461,2978,2715,2317,7469,4318,,,,,,,
10832,1468,10006,1925,9333,,,,,,8976,3475,2994,2693,2297,6863,4225,,,,,,,
11625,1456,10804,1922,10130,,,,,,9746,3626,3022,2732,2312,7317,4227,,,,,,,
12562,1465,11739,1936,11044,,,,,,10665,3529,3047,2747,2316,7754,4611,,,,,,,
11572,1464,10761,1952,10071,,,,,,9713,3690,3049,2754,2354,6884,4308,,,,,,,
10834,1462,10020,1919,9293,,,,,,8937,3457,2969,2724,2317,6660,4111,,,,,,,
11293,1456,10467,1911,9774,,,,,,9366,3451,2961,2717,2297,7162,4103,,,,,,,
11231,1455,10400,1914,9726,,,,,,9350,3413,2932,2692,2298,7191,4146,,,,,,,
11034,1487,10225,1948,9549,,,,,,9181,3486,2990,2702,2285,6845,4203,,,,,,,
11808,1465,10995,1934,10307,,,,,,9943,3571,3061,2777,2344,7493,4442,,,,,,,
12419,1454,11568,1929,10834,,,,,,10475,3497,2994,2748,2315,7444,4306,,,,,,,
11909,1501,11046,1983,10360,,,,,,9996,3595,3106,2820,2383,6961,4191,,,,,,,
10520,1475,9689,1936,9002,,,,,,8635,3494,3002,2714,2318,6453,4073,,,,,,,
11901,1465,11087,1922,10370,,,,,,10010,3480,2978,2732,2301,7160,4251,,,,,,,
11554,1473,10741,1934,10059,,,,,,9701,3473,2986,2728,2328,7172,4247,,,,,,,
11456,1463,10638,1916,9947,,,,,,9535,3537,2950,2704,2300,7093,4453,,,,,,,
10938,1460,10101,1921,9382,,,,,,9025,3441,2963,2716,2324,7032,4209,,,,,,,
10276,1458,9463,1913,8783,,,,,,8429,3345,2866,2620,2226,6437,4001,,,,,,,
11283,1462,10469,1917,9794,,,,,,9417,3455,2957,2716,2321,6882,4099,,,,,,,
12862,1463,12015,1944,11319,,,,,,10947,3539,3055,2767,2336,7930,4713,,,,,,,
11343,1456,10426,1916,9746,,,,,,9358,3510,2956,2655,2241,6943,4298,,,,,,,
12043,1472,11226,1946,10552,,,,,,10168,3512,3032,2732,2336,7588,4361,,,,,,,
11666,1467,10837,1938,10163,,,,,,9785,3476,2998,2706,2310,7168,4361,,,,,,,
23097,1464,22288,1931,21590,,,,,,21212,3451,2967,2719,2321,6522,4064,,,,,,,
11672,1459,10886,1914,10171,,,,,,9819,3628,2994,2706,2312,7510,4662,,,,,,,
10751,1456,9961,1921,9289,,,,,,8933,3473,2988,2697,2303,6648,4127,,,,,,,
10752,1459,9966,1918,9285,,,,,,8903,3476,2994,2704,2308,6665,4099,,,,,,,
11742,1462,10950,1919,10253,,,,,,9868,3422,2937,2693,2297,6955,4265,,,,,,,
12957,1491,12094,1978,11403,,,,,,11044,3577,3061,2813,2374,7909,4257,,,,,,,
10536,1461,9722,1922,9031,,,,,,8653,3435,2950,2708,2312,6419,3998,,,,,,,
11111,1483,10298,1938,9579,,,,,,9224,3528,2959,2718,2324,6853,4308,,,,,,,
10357,1464,9569,1917,8848,,,,,,8478,3426,2947,2701,2309,6248,3979,,,,,,,
10567,1467,9717,1926,9023,,,,,,8667,3475,2972,2728,2316,6614,4130,,,,,,,
11400,1459,10583,1920,9862,,,,,,9509,3457,2978,2734,2314,7120,4278,,,,,,,
13344,1491,12486,1981,11788,,,,,,11416,3598,3098,2801,2387,8398,4774,,,,,,,
12840,1487,11952,1973,11225,,,,,,10778,3551,3041,2747,2353,7638,4471,,,,,,,
12214,1461,11209,1934,10524,,,,,,10118,3573,3006,2718,2322,7239,4420,,,,,,,
11948,1460,11109,1919,10390,,,,,,10030,3420,2937,2697,2299,7294,4166,,,,,,,
11503,1493,10688,1960,9995,,,,,,9581,3463,2985,2740,2344,7206,4288,,,,,,,
11885,1477,11068,1932,10353,,,,,,9998,3429,2925,2636,2238,7361,4123,,,,,,,
10597,1462,9784,1917,9102,,,,,,8692,3477,2996,2706,2313,6431,3981,,,,,,,
11320,1459,10506,1920,9832,,,,,,9450,3427,2937,2694,2300,7240,4341,,,,,,,
85227,1458,83958,1913,83048,,,,,,82566,3612,2984,2736,2342,79077,75536,,,,,,,
11616,1489,10790,1964,10085,,,,,,9701,3563,3049,2760,2344,7355,4208,,,,,,,
10845,1461,9982,1934,9259,,,,,,8901,3447,2964,2720,2324,6681,4134,,,,,,,
11932,1461,11087,1948,10390,,,,,,10012,3451,2953,2663,2267,7481,4205,,,,,,,
11362,1460,10574,1919,9878,,,,,,9490,3457,2975,2719,2297,6995,4123,,,,,,,
12146,1462,11322,1933,10635,,,,,,10255,3384,2900,2656,2264,7544,4531,,,,,,,
11746,1460,10940,1919,10251,,,,,,9892,3445,2945,2701,2305,7292,4200,,,,,,,
11785,1465,10818,1950,10140,,,,,,9780,3423,2945,2655,2257,7030,4241,,,,,,,
12267,1467,11412,1944,10731,,,,,,10372,3506,3015,2722,2328,7599,4471,,,,,,,
11107,1499,10211,1958,9511,,,,,,9155,3543,3051,2757,2348,6681,4174,,,,,,,
11964,1501,11131,1976,10455,,,,,,10028,3569,3087,2797,2364,7345,4538,,,,,,,
11184,1454,10408,1909,9693,,,,,,9338,3475,2974,2683,2289,7298,4050,,,,,,,
23819,1453,22876,1938,22174,,,,,,21792,3624,3025,2745,2330,7260,5085,,,,,,,
10936,1471,10144,1928,9409,,,,,,9039,3526,3022,2730,2336,6593,4107,,,,,,,
11769,1466,10845,1929,10154,,,,,,9766,3524,3037,2730,2330,7379,4363,,,,,,,
11210,1483,10359,1990,9673,,,,,,9313,3516,3012,2764,2368,7024,4308,,,,,,,
12318,1465,11481,1942,10762,,,,,,10352,3478,2997,2735,2340,7776,4504,,,,,,,
11322,1461,10536,1918,9858,,,,,,9490,3461,2972,2720,2320,6571,4083,,,,,,,
12565,1501,11635,1985,10946,,,,,,10502,3587,3102,2815,2381,7603,4426,,,,,,,
10717,1465,9899,1932,9206,,,,,,8852,3476,2996,2753,2352,6785,4032,,,,,,,
11883,1466,11058,1952,10339,,,,,,9957,3457,2978,2726,2334,7566,4414,,,,,,,
12092,1461,11258,1928,10571,,,,,,10177,3510,3029,2785,2314,7634,4516,,,,,,,
11447,1467,10591,1922,9905,,,,,,9527,3417,2938,2694,2300,7254,4223,,,,,,,
10595,1458,9780,1932,9090,,,,,,8706,3449,2947,2655,2259,6549,3999,,,,,,,
11119,1468,10302,1925,9612,,,,,,9258,3477,2996,2703,2311,6857,4072,,,,,,,
11245,1461,10455,1922,9762,,,,,,9405,3547,3051,2754,2330,6868,4453,,,,,,,
12644,1458,11787,1936,11097,,,,,,10680,3484,3000,2710,2316,7485,4266,,,,,,,
11025,1462,10203,1927,9512,,,,,,9132,3499,3008,2719,2323,6949,4152,,,,,,,
11168,1467,10299,1934,9618,,,,,,9263,3502,2919,2674,2280,6876,4081,,,,,,,
11827,1460,10964,1921,10267,,,,,,9908,3432,2951,2707,2311,7223,4090,,,,,,,
11290,1471,10469,1930,9754,,,,,,9401,3577,3025,2734,2326,7118,4292,,,,,,,
11312,1461,10457,1940,9724,,,,,,9350,3463,2980,2718,2326,7110,4115,,,,,,,
11475,1463,10652,1926,9937,,,,,,9565,3460,2976,2704,2308,7128,4311,,,,,,,
13709,1464,12855,1946,12165,,,,,,11799,3607,3045,2754,2330,8500,4584,,,,,,,
12453,1503,11572,1978,10883,,,,,,10514,3587,3097,2813,2368,7914,4290,,,,,,,
12096,1464,11320,1923,10574,,,,,,10221,3504,3016,2744,2307,7916,4178,,,,,,,
10937,1463,10151,1940,9436,,,,,,9082,3472,2993,2700,2308,6823,4079,,,,,,,
11071,1463,10272,1924,9557,,,,,,9200,3545,3019,2728,2332,6947,4308,,,,,,,
12049,1478,11147,1944,10432,,,,,,10060,3471,2984,2740,2344,7316,4399,,,,,,,
12324,1467,11394,1926,10679,,,,,,10276,3537,3017,2744,2308,7571,4499,,,,,,,
12005,1467,11164,1924,10465,,,,,,10110,3559,2962,2718,2300,7483,4315,,,,,,,
12876,1473,12025,1960,11349,,,,,,10993,3557,3059,2773,2340,8174,4595,,,,,,,
11338,1493,10497,1972,9801,,,,,,9421,3559,3041,2752,2362,7158,4489,,,,,,,
21838,1462,21021,1921,20343,,,,,,19971,3433,2951,2706,2307,6664,3995,,,,,,,
11431,1460,10607,1927,9886,,,,,,9496,3447,2919,2630,2234,7103,4227,,,,,,,
11225,1464,10404,1932,9689,,,,,,9329,3538,2970,2724,2328,7058,4115,,,,,,,
10550,1458,9766,1932,9049,,,,,,8696,3484,3000,2706,2311,6421,4071,,,,,,,
10960,1460,10174,1919,9496,,,,,,9140,3440,2943,2697,2301,6778,4178,,,,,,,
10973,1476,10174,1933,9496,,,,,,9081,3443,2961,2716,2323,6947,4117,,,,,,,
13428,1482,12610,1956,11888,,,,,,11503,3471,2990,2746,2346,8159,4115,,,,,,,
12498,1460,11312,1927,10623,,,,,,10258,3475,2957,2707,2311,7192,4243,,,,,,,
11196,1495,10367,1950,9652,,,,,,9293,3487,2978,2728,2332,6987,4202,,,,,,,
11251,1465,10432,1922,9720,,,,,,9348,3455,2951,2706,2312,6925,4190,,,,,,,
10895,1466,10071,1925,9352,,,,,,8976,3429,2947,2703,2309,6506,4146,,,,,,,
11410,1461,10591,1916,9917,,,,,,9545,3431,2949,2706,2312,6878,4296,,,,,,,
10956,1458,10144,1919,9433,,,,,,9075,3496,2988,2744,2309,6857,4123,,,,,,,
10489,1465,9655,1920,8966,,,,,,8590,3427,2947,2702,2307,6400,3971,,,,,,,
12589,1470,11771,1929,11084,,,,,,10713,3506,3016,2772,2287,7554,4556,,,,,,,
