end,isr_entry,iret,c_entry,c_exit,first_try_handle_mm_fault_with_mm_lock_end,first_try_handle_mm_fault_with_mm_lock_page_table_walk_end,first_try_handle_mm_fault_with_mm_lock_start,first_try_lock_mm_and_find_vma_end,first_try_lock_mm_and_find_vma_start,handle_mm_fault_with_vma_lock_end,handle_mm_fault_with_vma_lock_page_table_walk_end,handle_mm_fault_with_vma_lock_start,lock_vma_under_rcu_end,lock_vma_under_rcu_start,page_allocation_end,page_allocation_start,retry_handle_mm_fault_with_mm_lock_end,retry_handle_mm_fault_with_mm_lock_page_table_walk_end,retry_handle_mm_fault_with_mm_lock_start,retry_lock_mm_and_find_vma_end,retry_lock_mm_and_find_vma_start,wake_up_userfaultfd_end,wake_up_userfaultfd_start
8354,1336,7700,2293,7467,,,,,,7129,4022,3343,3116,2583,6232,4221,,,,,,,
8318,1288,7577,2245,7315,,,,,,6947,3953,3364,3124,2631,6035,4181,,,,,,,
9208,1292,8471,2355,8203,,,,,,7807,4193,3596,3326,2716,6846,4427,,,,,,,
9063,1328,8293,2561,8011,,,,,,7623,4517,3648,3420,2892,6683,4763,,,,,,,
9109,1315,8365,2265,8073,,,,,,7725,3770,3291,3057,2537,6683,4006,,,,,,,
8562,1816,7865,2703,7639,,,,,,7306,4276,3705,3512,3055,6293,4507,,,,,,,
9500,1385,8813,2313,8527,,,,,,8131,3817,3335,3132,2671,6955,4026,,,,,,,
9175,1418,8182,2438,7904,,,,,,7514,4099,3518,3309,2803,6368,4349,,,,,,,
10786,1271,9559,2518,9305,,,,,,8937,4365,3766,3532,3032,7716,4604,,,,,,,
10582,1773,9904,2689,9656,,,,,,8598,4547,3938,3670,3176,7460,4777,,,,,,,
9515,1294,8830,2594,8566,,,,,,8164,4690,4002,3732,3157,7264,4946,,,,,,,
10268,1338,9549,2516,9242,,,,,,8838,4576,3938,3648,3093,7617,4812,,,,,,,
8998,1282,8281,2238,8036,,,,,,7666,3965,3284,3100,2600,6857,4221,,,,,,,
9895,1288,9176,2273,8897,,,,,,8515,4439,3716,3470,2899,7325,4697,,,,,,,
10104,1479,9314,2401,9035,,,,,,8664,4215,3431,3196,2767,7264,4416,,,,,,,
9811,1320,8836,2283,8551,,,,,,8157,4495,3845,3623,3107,6981,4720,,,,,,,
9332,1329,8609,2340,8304,,,,,,7902,4189,3494,3267,2714,6807,4429,,,,,,,
9575,1411,8896,2390,8610,,,,,,8240,4249,3552,3325,2774,7225,4503,,,,,,,
10146,1310,9388,2210,9104,,,,,,8681,3979,3351,3120,2624,6552,4216,,,,,,,
9183,1413,8476,2313,8161,,,,,,7753,3965,3321,3120,2612,6725,4200,,,,,,,
21982,2001,21253,2966,20965,,,,,,20376,4897,4312,4077,3528,7644,5168,,,,,,,
8885,1726,8184,2736,7918,,,,,,7511,4296,3764,3561,3073,6471,4534,,,,,,,
8434,1276,7719,2198,7410,,,,,,7030,3770,3293,3084,2588,6023,3985,,,,,,,
8310,1270,7569,2206,7276,,,,,,6886,4002,3279,3043,2564,6069,4209,,,,,,,
9492,1355,8521,2553,8241,,,,,,7788,4467,3756,3532,2919,6752,4713,,,,,,,
8869,1337,8141,2297,7863,,,,,,7479,3955,3352,3118,2671,6610,4203,,,,,,,
8438,1274,7709,2228,7414,,,,,,7044,3841,3364,3108,2604,6232,4064,,,,,,,
9367,1351,8647,2367,8365,,,,,,7951,4211,3612,3328,2802,6968,4463,,,,,,,
9403,1335,8720,2249,8420,,,,,,8066,4030,3374,3159,2626,7144,4266,,,,,,,
8473,1341,7749,2291,7447,,,,,,7055,4093,3468,3183,2661,6147,4337,,,,,,,
9072,1361,8377,2338,8103,,,,,,7731,4306,3593,3319,2728,6791,4605,,,,,,,
8907,1302,8184,2263,7912,,,,,,7528,4059,3356,3136,2616,6620,4306,,,,,,,
8848,1330,8119,2358,7818,,,,,,7428,4080,3477,3262,2744,6412,4330,,,,,,,
9801,1292,9094,2212,8826,,,,,,8460,3813,3204,2968,2495,6545,4051,,,,,,,
9130,1312,8397,2573,8082,,,,,,7715,4475,3737,3490,2941,6853,4716,,,,,,,
8407,1269,7702,2263,7422,,,,,,7020,4014,3445,3217,2665,6124,4410,,,,,,,
8698,1337,8040,2288,7782,,,,,,7449,3949,3435,3208,2639,6435,4183,,,,,,,
9221,1616,8515,2539,8240,,,,,,7871,4596,4003,3800,2880,6946,4828,,,,,,,
8391,1358,7706,2287,7466,,,,,,7141,3997,3377,3152,2679,6142,4216,,,,,,,
8606,1349,7914,2324,7637,,,,,,7245,3987,3508,3289,2661,6242,4215,,,,,,,
9017,1692,8342,2673,8062,,,,,,7660,4452,3867,3636,3039,6697,4688,,,,,,,
8872,1792,8162,2675,7914,,,,,,7516,4117,3681,3469,3006,6557,4331,,,,,,,
8728,1334,8025,2360,7773,,,,,,7430,4030,3433,3213,2720,6547,4251,,,,,,,
9088,1335,8373,2310,8083,,,,,,7587,4215,3663,3394,2903,6372,4443,,,,,,,
9466,1178,8739,2556,8446,,,,,,8085,4577,3860,3640,3112,7142,4863,,,,,,,
10455,1789,9752,2876,9486,,,,,,9126,5255,4643,4410,3370,7893,5645,,,,,,,
11111,1343,10110,3447,9835,,,,,,9460,5486,4859,4615,3861,8184,5893,,,,,,,
9419,1857,8436,3072,8190,,,,,,7837,4516,4022,3821,3358,6797,4849,,,,,,,
8917,1312,8214,2496,7968,,,,,,7615,4196,3605,3374,2872,6565,4424,,,,,,,
10037,2464,9318,3411,9058,,,,,,8668,5275,4568,4304,3774,7684,5527,,,,,,,
9518,1304,8811,2326,8525,,,,,,8084,4087,3522,3236,2697,6347,4326,,,,,,,
23725,1392,22927,2357,22623,,,,,,22198,4150,3454,3234,2751,6153,4398,,,,,,,
8950,1275,8208,2190,7940,,,,,,7558,3886,3290,3087,2539,6285,4131,,,,,,,
8745,1292,8012,2194,7737,,,,,,7359,3778,3267,3027,2543,6108,4006,,,,,,,
8436,1351,7777,2258,7538,,,,,,7156,3942,3361,3106,2638,6185,4296,,,,,,,
10734,1418,9992,2393,9694,,,,,,9308,4465,3608,3395,2712,8341,4745,,,,,,,
8736,1330,8009,2299,7733,,,,,,7379,4125,3384,3146,2659,6348,4357,,,,,,,
9123,1331,8365,2263,8107,,,,,,7717,3862,3240,3058,2611,6801,4102,,,,,,,
33357,1337,32593,2336,32274,,,,,,31858,4152,3453,3222,2693,6382,4406,,,,,,,
9079,1413,8316,2401,8051,,,,,,7678,4448,3778,3591,2772,6898,4720,,,,,,,
8672,1315,8001,2283,7762,,,,,,7372,4160,3445,3220,2619,6338,4410,,,,,,,
8949,1684,8244,2600,7968,,,,,,7574,4288,3692,3497,2914,6745,4531,,,,,,,
8537,1247,7890,2115,7615,,,,,,7258,3713,3136,2925,2389,6309,3961,,,,,,,
9899,1351,9143,2302,8861,,,,,,8493,4081,3512,3248,2655,7668,4301,,,,,,,
9706,1278,8999,2257,8725,,,,,,8320,4353,3776,3537,2931,7095,4605,,,,,,,
9927,1387,9210,2346,8932,,,,,,8489,4036,3463,3230,2692,7544,4276,,,,,,,
11383,1913,10719,2819,10441,,,,,,10051,4718,4192,3967,3451,8231,4946,,,,,,,
10404,1284,9711,2576,9396,,,,,,9006,4257,3750,3522,2980,7465,4456,,,,,,,
10279,1311,9547,2294,9226,,,,,,8836,4104,3539,3352,2901,7378,4301,,,,,,,
11195,1967,10534,2913,10232,,,,,,9854,4628,4069,3823,3250,8627,4871,,,,,,,
9553,1250,8176,2119,7953,,,,,,7599,3628,3126,2907,2432,6232,3837,,,,,,,
9333,1253,8616,2228,8311,,,,,,7913,4133,3548,3280,2780,6877,4387,,,,,,,
8634,1332,7966,2327,7706,,,,,,7373,4519,3944,3672,3203,6666,4724,,,,,,,
9961,1357,9007,2637,8708,,,,,,8294,4451,3754,3522,3023,7166,4702,,,,,,,
10601,1294,9858,2988,9565,,,,,,9137,4894,4296,4067,3437,8135,5139,,,,,,,
8836,1278,8109,2300,7831,,,,,,7358,4024,3413,3147,2684,6295,4270,,,,,,,
9354,1335,8623,2588,8302,,,,,,7918,4219,3663,3439,2899,6671,4459,,,,,,,
9593,1602,8878,2616,8590,,,,,,7771,4385,3733,3449,2977,6989,4623,,,,,,,
8958,1261,8239,2177,7958,,,,,,7560,3926,3226,2998,2541,6723,4136,,,,,,,
8678,1412,8028,2379,7739,,,,,,7398,3994,3421,3197,2657,6460,4201,,,,,,,
9563,1308,8499,2279,8202,,,,,,7839,4564,3376,3155,2647,6919,4849,,,,,,,
8701,1279,7974,2275,7712,,,,,,7290,4135,3406,3132,2624,6361,4379,,,,,,,
23471,1363,22685,2384,22380,,,,,,21919,4810,4107,3861,2766,6922,5021,,,,,,,
10406,1404,9640,2781,9321,,,,,,8870,5068,4390,4087,3532,7457,5322,,,,,,,
8974,1420,8200,2452,7855,,,,,,7471,4282,3677,3421,2842,6624,4544,,,,,,,
9344,1389,8570,2441,8251,,,,,,7861,4247,3630,3386,2848,6813,4544,,,,,,,
10628,1410,9825,2452,9509,,,,,,9104,4392,3659,3423,2881,8099,4654,,,,,,,
9720,1418,8668,2458,8245,,,,,,7827,4388,3667,3376,2850,6742,4644,,,,,,,
9249,1422,8469,2442,8168,,,,,,7727,4435,3785,3537,2988,6716,4690,,,,,,,
11334,1482,10595,3950,10294,,,,,,9676,5734,5137,4903,4361,8488,6006,,,,,,,
9912,1407,9092,2555,8773,,,,,,8334,4320,3735,3487,2917,6807,4576,,,,,,,
9476,1365,8753,2600,8450,,,,,,8070,4572,3825,3541,2992,7089,4837,,,,,,,
9768,1394,8698,2470,8371,,,,,,7926,4530,3835,3581,3019,6902,4926,,,,,,,
8754,1395,7950,2321,7655,,,,,,7215,3829,3313,3095,2626,6173,4062,,,,,,,
9238,1403,8440,2439,8133,,,,,,7710,4339,3642,3396,2817,6711,4599,,,,,,,
10104,1398,9301,2655,8999,,,,,,8601,4497,3900,3620,3045,7309,4792,,,,,,,
8822,1386,7821,2365,7536,,,,,,7106,4093,3520,3283,2716,6090,4341,,,,,,,
9384,1501,8630,2500,8332,,,,,,7924,4647,3894,3644,2931,7032,4905,,,,,,,
8519,1320,7800,2275,7531,,,,,,7137,4082,3380,3146,2597,6207,4328,,,,,,,
9504,1426,8803,2395,8511,,,,,,8137,4761,3534,3311,2775,7262,5027,,,,,,,
8911,1343,8208,2314,7942,,,,,,7558,4398,3815,3581,3047,6601,4641,,,,,,,
9141,1635,8426,2566,8148,,,,,,7764,4372,3657,3411,2897,6805,4627,,,,,,,
8489,1365,7774,2355,7451,,,,,,7071,4077,3474,3246,2732,6183,4290,,,,,,,
8915,1310,8176,2285,7879,,,,,,7381,4160,3567,3339,2846,6274,4406,,,,,,,
8326,1266,7664,2281,7422,,,,,,7069,3896,3338,3122,2651,6226,4122,,,,,,,
8352,1336,7655,2258,7387,,,,,,6977,4054,3386,3162,2630,6199,4318,,,,,,,
8413,1373,7714,2346,7450,,,,,,7085,4127,3566,3288,2738,6175,4361,,,,,,,
8704,1302,7707,2263,7420,,,,,,7042,4103,3415,3146,2629,6139,4339,,,,,,,
8511,1355,7758,2387,7471,,,,,,7065,4101,3520,3289,2765,6110,4347,,,,,,,
8259,1383,7582,2326,7318,,,,,,7003,3871,3370,3175,2671,5937,4068,,,,,,,
10374,1339,9653,3839,9366,,,,,,8980,5586,4979,4749,4215,8009,5828,,,,,,,
8580,1329,7948,2239,7693,,,,,,7303,3914,3258,3045,2582,6423,4150,,,,,,,
9092,1371,8365,2348,8076,,,,,,7682,4105,3425,3197,2655,6705,4365,,,,,,,
19488,1221,18714,2119,18446,,,,,,18013,3780,3262,3073,2403,5791,3985,,,,,,,
8482,1239,7743,2120,7479,,,,,,7150,3483,3059,2854,2409,5635,3717,,,,,,,
8769,1313,8024,2225,7731,,,,,,7358,3880,3295,3096,2580,5911,4118,,,,,,,
8509,1401,7849,2657,7572,,,,,,7221,4349,3729,3494,3030,6396,4599,,,,,,,
10177,1611,9466,3918,9179,,,,,,8803,5706,5033,4802,4286,7822,5958,,,,,,,
8687,1330,7985,2291,7698,,,,,,7306,4054,3370,3136,2630,6429,4306,,,,,,,
8672,1327,7904,2293,7623,,,,,,7223,4089,3514,3287,2710,6181,4341,,,,,,,
8999,1367,8267,2354,7975,,,,,,7542,4302,3579,3342,2730,6606,4554,,,,,,,
9369,1309,8633,2281,8369,,,,,,7981,4150,3484,3250,2692,7041,4457,,,,,,,
9013,1339,8294,2304,7977,,,,,,7599,4057,3395,3141,2680,6641,4305,,,,,,,
9930,1858,9126,2768,8846,,,,,,8512,4940,4249,4030,3150,7694,5161,,,,,,,
9756,1521,9023,2437,8738,,,,,,8361,4680,4117,3890,2785,7493,4928,,,,,,,
8718,1316,7958,2271,7670,,,,,,7282,3971,3400,3181,2624,6333,4229,,,,,,,
9986,1320,9321,2287,9051,,,,,,8686,4408,3717,3439,2874,7054,4643,,,,,,,
9730,1316,9011,2287,8775,,,,,,8397,4396,3685,3496,2641,7191,4631,,,,,,,
8722,1263,7970,2236,7680,,,,,,7260,3987,3315,3100,2580,6077,4251,,,,,,,
9838,1343,8714,2312,8430,,,,,,8046,4203,3608,3346,2724,6848,4465,,,,,,,
9333,1354,8618,2462,8332,,,,,,7922,4497,3827,3632,3067,6804,4741,,,,,,,
9872,1327,8877,2277,8609,,,,,,8205,4020,3334,3114,2635,6801,4258,,,,,,,
9425,1286,8688,2287,8422,,,,,,8007,3904,3348,3118,2651,6785,4144,,,,,,,
10961,1846,10000,3022,9685,,,,,,9301,5446,4747,4519,3583,8216,5700,,,,,,,
10591,1309,9499,2243,9226,,,,,,8840,4290,3608,3380,2799,7628,4630,,,,,,,
9173,1308,8470,2269,8231,,,,,,7826,4095,3376,3140,2626,6606,4331,,,,,,,
9423,1235,8653,2432,8379,,,,,,8052,4252,3522,3281,2815,6898,4532,,,,,,,
9262,1310,8553,2573,8281,,,,,,7916,4239,3680,3451,2907,6654,4497,,,,,,,
8706,1337,7715,2281,7449,,,,,,7109,3937,3404,3140,2633,6136,4180,,,,,,,
8820,1284,8085,2549,7794,,,,,,7380,4164,3640,3409,2895,6460,4414,,,,,,,
9616,1370,8905,2328,8625,,,,,,8199,4100,3389,3161,2661,7268,4341,,,,,,,
9904,1623,9193,2598,8888,,,,,,8494,4804,3676,3435,2937,7556,5047,,,,,,,
9425,1704,8701,2992,8407,,,,,,8035,4850,4186,3920,3400,7034,5096,,,,,,,
8806,1335,7871,2234,7585,,,,,,7183,3803,3218,3027,2527,6315,4050,,,,,,,
21582,1335,20814,2344,20524,,,,,,20095,4059,3480,3250,2736,6652,4306,,,,,,,
8459,1361,7739,2284,7508,,,,,,7150,4148,3427,3202,2619,6360,4390,,,,,,,
9001,1325,8276,2273,7995,,,,,,7668,3815,3327,3100,2653,6128,4071,,,,,,,
9597,1229,8876,2179,8553,,,,,,8171,3959,3244,3020,2543,6565,4198,,,,,,,
8556,1316,7835,2251,7597,,,,,,7223,4095,3415,3145,2627,6246,4341,,,,,,,
8452,1511,7735,2450,7455,,,,,,7073,4038,3518,3315,2777,6114,4252,,,,,,,
9013,1347,8284,2322,8015,,,,,,7634,4162,3571,3341,2616,6671,4416,,,,,,,
8292,1390,7624,2312,7390,,,,,,7012,3957,3372,3163,2663,6188,4193,,,,,,,
8706,1290,7981,2242,7664,,,,,,7286,4095,3394,3167,2634,6345,4330,,,,,,,
8098,1245,7416,2141,7172,,,,,,6847,3725,3256,3045,2563,6053,3928,,,,,,,
9553,2355,8912,3283,8662,,,,,,8345,4908,4386,4167,3634,7488,5139,,,,,,,
9255,1278,8580,2178,8333,,,,,,8008,4851,4294,4085,2799,7106,5083,,,,,,,
9189,1558,8015,2488,7713,,,,,,7321,4174,3622,3413,2921,6374,4373,,,,,,,
8734,1312,8009,2224,7735,,,,,,7355,3997,3327,3075,2600,6390,4192,,,,,,,
8290,1298,7540,2249,7247,,,,,,6855,3908,3333,3108,2602,5927,4168,,,,,,,
8031,1239,7277,2136,6991,,,,,,6609,3788,3237,3008,2476,5687,4017,,,,,,,
8477,1321,7809,2284,7522,,,,,,7197,4089,3399,3194,2674,6366,4345,,,,,,,
8564,1493,7849,2452,7568,,,,,,7227,4044,3486,3266,2765,6287,4272,,,,,,,
9189,1430,8509,2332,8212,,,,,,7855,4124,3409,3193,2718,6984,4363,,,,,,,
9925,1487,8748,2456,8466,,,,,,8025,4926,4265,4030,3526,7062,5184,,,,,,,
9520,1279,8805,2208,8533,,,,,,8169,4076,3404,3162,2673,7182,4320,,,,,,,
9884,2271,9147,3240,8856,,,,,,8458,5310,4637,4373,3823,7442,5549,,,,,,,
9828,1323,9104,2572,8834,,,,,,8385,4238,3742,3472,2972,6917,4453,,,,,,,
8560,1385,7857,2348,7493,,,,,,7107,4170,3487,3221,2716,6191,4400,,,,,,,
9336,1375,8594,2403,8227,,,,,,7847,4749,4201,3959,3246,6852,4954,,,,,,,
9004,1308,8263,2301,7964,,,,,,7523,4099,3453,3175,2663,6345,4349,,,,,,,
8553,1275,7820,2228,7548,,,,,,7113,3971,3361,3120,2604,6175,4210,,,,,,,
9987,1375,9285,3697,9018,,,,,,8663,5576,4956,4737,4131,7686,5823,,,,,,,
9577,1769,8854,2726,8586,,,,,,8208,4560,3855,3603,3089,7292,4810,,,,,,,
9163,1747,8422,2653,8141,,,,,,7784,4788,4075,3841,3325,6925,5036,,,,,,,
8389,1281,7694,2197,7414,,,,,,7026,3631,3209,3010,2510,5959,3830,,,,,,,
22962,1603,22261,2757,22023,,,,,,21513,4463,3892,3634,3096,7051,4684,,,,,,,
8966,1302,8245,2484,7977,,,,,,7528,4442,3859,3636,3084,6614,4684,,,,,,,
10329,1282,9587,2257,9238,,,,,,8424,4268,3583,3354,2783,7300,4487,,,,,,,
9693,1276,8952,2206,8645,,,,,,8217,3953,3329,3104,2590,6293,4245,,,,,,,
9968,1284,8944,2194,8672,,,,,,8294,4071,3439,3253,2733,7027,4317,,,,,,,
9992,1911,9273,2848,9005,,,,,,8635,4568,3979,3735,3226,7256,4820,,,,,,,
10345,2320,9673,3216,9391,,,,,,8989,4906,4307,4075,3555,7475,5148,,,,,,,
9514,1519,8850,2468,8125,,,,,,7753,4067,3522,3307,2817,6762,4308,,,,,,,
9086,1271,8344,2220,8058,,,,,,7686,4040,3333,3106,2559,6705,4284,,,,,,,
10173,1371,9452,2326,9155,,,,,,8785,4075,3427,3195,2653,7177,4323,,,,,,,
11119,2159,10402,3102,10114,,,,,,9697,5653,4942,4680,3463,8147,5893,,,,,,,
9939,1300,9230,2275,8946,,,,,,8601,3935,3429,3177,2657,7439,4172,,,,,,,
9263,1243,8582,2458,8257,,,,,,7877,4162,3532,3309,2795,6906,4388,,,,,,,
10873,2163,9894,3161,9582,,,,,,9206,4922,4406,4134,3626,8145,5141,,,,,,,
9691,1594,9002,2535,8744,,,,,,8393,4245,3654,3437,2898,6924,4481,,,,,,,
9054,1467,8326,2389,8040,,,,,,7559,4085,3539,3321,2777,6222,4294,,,,,,,
8332,1256,7605,2186,7315,,,,,,6941,3860,3277,3049,2570,6070,4101,,,,,,,
10087,1562,9335,3146,9061,,,,,,8677,4913,4379,4113,3526,7477,5318,,,,,,,
8738,1259,8007,2222,7694,,,,,,7357,3853,3250,3020,2541,6414,4074,,,,,,,
9279,1389,8560,2330,8267,,,,,,7865,4692,4207,3977,2771,6845,4924,,,,,,,
8962,1330,8216,2332,7920,,,,,,7493,4085,3366,3130,2644,6244,4347,,,,,,,
8883,1264,8145,2239,7865,,,,,,7499,3900,3382,3153,2624,6535,4097,,,,,,,
8866,1543,8125,2553,7836,,,,,,7424,4411,3705,3469,2912,6481,4647,,,,,,,
9444,1357,8733,2893,8452,,,,,,8083,4621,4057,3809,3256,7106,4843,,,,,,,
9049,1312,8298,2311,8021,,,,,,7591,4034,3488,3268,2704,6575,4270,,,,,,,
8380,1379,7710,2433,7446,,,,,,7125,4164,3658,3438,2965,6311,4375,,,,,,,
10272,1330,8699,2260,8403,,,,,,8025,3924,3347,3111,2608,6898,4168,,,,,,,
9337,2196,8675,3171,8409,,,,,,8037,4861,4280,4042,3548,6993,5096,,,,,,,
8610,1339,7891,2318,7599,,,,,,7213,3979,3394,3165,2663,6187,4207,,,,,,,
8771,1325,8034,2281,7756,,,,,,7372,3791,3327,3141,2631,5980,4010,,,,,,,
8905,1623,8196,2553,7918,,,,,,7540,4266,3711,3465,2937,6506,4477,,,,,,,
22878,1361,22143,2356,21852,,,,,,21397,4121,3478,3222,2722,6075,4369,,,,,,,
8704,1298,7975,2238,7688,,,,,,7272,4111,3378,3108,2612,6435,4371,,,,,,,
8828,1336,8062,2320,7788,,,,,,7410,4156,3441,3211,2712,6547,4400,,,,,,,
9502,1365,8701,2575,8429,,,,,,8078,4281,3654,3424,2916,6792,4550,,,,,,,
10179,1891,9452,2828,9177,,,,,,8787,4518,3935,3685,3179,6994,4753,,,,,,,
8093,1265,7422,2198,7146,,,,,,6766,3939,3394,3171,2574,5848,4142,,,,,,,
9242,1345,8519,2314,8255,,,,,,7769,4276,3748,3536,2870,6510,4515,,,,,,,
8316,1361,7607,2245,7353,,,,,,7010,3748,3303,3092,2610,5787,3955,,,,,,,
8905,1270,8225,2222,7938,,,,,,7556,4010,3301,3076,2543,6326,4258,,,,,,,
9271,1314,8535,2214,8290,,,,,,7924,3941,3335,3104,2584,6598,4162,,,,,,,
12033,2992,11363,3894,11119,,,,,,10672,5936,5387,5152,4656,8777,6159,,,,,,,
10051,1288,8789,2218,8491,,,,,,8107,4656,4243,4030,2777,7260,4871,,,,,,,
9329,1641,8624,2817,8314,,,,,,7907,4540,3955,3723,3175,6981,4775,,,,,,,
8870,1466,7907,2364,7623,,,,,,7274,3951,3469,3221,2726,6429,4182,,,,,,,
8145,1229,7448,2082,7215,,,,,,6904,3498,3067,2846,2415,6138,3737,,,,,,,
8387,1253,7692,2111,7410,,,,,,7018,3646,3132,2933,2427,5751,3839,,,,,,,
8523,1324,7791,2340,7499,,,,,,7115,4074,3489,3225,2738,6175,4314,,,,,,,
42982,1337,42287,34300,41950,,,,,,41548,36557,35710,35488,34974,39075,36798,,,,,,,
8962,1345,7938,2326,7626,,,,,,7248,4142,3425,3201,2686,6427,4388,,,,,,,
9707,1287,8974,2289,8744,,,,,,8417,4383,3451,3225,2644,7308,4611,,,,,,,
8645,1306,7950,2305,7664,,,,,,7298,3949,3355,3150,2669,6285,4326,,,,,,,
25742,1393,24946,2527,24619,,,,,,24247,4217,3697,3481,2905,23087,4450,,,,,,,
9434,1435,8688,2513,8406,,,,,,8030,4006,3515,3309,2828,6553,4248,,,,,,,
11147,2470,9894,3483,9579,,,,,,9181,5675,5098,4820,3863,8151,5935,,,,,,,
9599,1405,8825,2466,8494,,,,,,8098,4304,3631,3376,2851,6821,4552,,,,,,,
10033,1343,9267,2353,8989,,,,,,8631,4211,3506,3254,2726,7276,4477,,,,,,,
9369,1435,8633,2546,8304,,,,,,7935,4319,3728,3478,2930,7055,4567,,,,,,,
10121,1793,9415,2762,9122,,,,,,8718,4609,3973,3705,3166,7660,4854,,,,,,,
10758,1392,9996,2745,9716,,,,,,9340,4630,3904,3650,3135,8129,4875,,,,,,,
9399,1601,8726,2606,8428,,,,,,8082,4182,3679,3449,2974,7081,4392,,,,,,,
10790,1495,10049,2488,9722,,,,,,9301,4674,3851,3606,2980,7355,5032,,,,,,,
29266,1657,28470,2644,28193,,,,,,27318,6361,4212,3975,3390,14759,12697,,,,,,,
10215,1436,9496,2459,9189,,,,,,8801,4566,3802,3579,3020,7594,4822,,,,,,,
10325,1367,9570,2426,8932,,,,,,8406,4422,3675,3480,2901,7291,4664,,,,,,,
11418,1375,10195,2433,9866,,,,,,9480,4633,3910,3658,3051,7627,4946,,,,,,,
9839,2039,9116,3014,8823,,,,,,8429,4808,4054,3841,3325,7292,5035,,,,,,,
11396,1696,10634,2692,10351,,,,,,9996,4743,4057,3758,3029,8129,5038,,,,,,,
10601,1377,9859,2384,9536,,,,,,9085,4511,3662,3398,2758,7135,4763,,,,,,,
9149,1392,8397,2340,8111,,,,,,7739,3987,3392,3175,2663,6575,4225,,,,,,,
9421,1700,8667,2712,8393,,,,,,8056,4300,3799,3563,3015,7051,4546,,,,,,,
9539,1441,8558,2389,8310,,,,,,7969,4292,3545,3321,2753,6868,4526,,,,,,,
9073,1357,8308,2403,8017,,,,,,7625,4391,3646,3353,2799,6528,4651,,,,,,,
9854,1418,9084,2460,8771,,,,,,8369,5208,4447,4207,2866,7368,5440,,,,,,,
9226,1371,8437,2384,8131,,,,,,7716,4481,3843,3571,3024,6666,4745,,,,,,,
11395,1452,10629,2699,10282,,,,,,9900,5791,4659,4408,3305,9019,6024,,,,,,,
9837,1393,9018,2851,8630,,,,,,8143,4610,3987,3749,3250,7042,4887,,,,,,,
9939,1420,9115,2454,8792,,,,,,7973,4215,3667,3374,2850,6901,4473,,,,,,,
11066,2608,10274,3648,9971,,,,,,9547,5588,4850,4605,4060,8206,5842,,,,,,,
9202,1408,8052,2427,7709,,,,,,7298,4105,3496,3274,2740,6301,4355,,,,,,,
9900,1414,9140,2714,8771,,,,,,7918,4765,3902,3668,3132,6865,5011,,,,,,,
9583,1393,8787,2507,8448,,,,,,8038,4258,3640,3439,2901,6524,4507,,,,,,,
9931,1442,8907,2494,8625,,,,,,8223,4367,3701,3463,2874,7183,4633,,,,,,,
9206,1406,8385,2686,8071,,,,,,7675,4420,3909,3622,3076,6671,4676,,,,,,,
9177,1408,8422,2432,8123,,,,,,7695,4288,3644,3364,2822,6445,4544,,,,,,,
8816,1324,8090,2358,7818,,,,,,7473,4154,3516,3262,2726,6514,4414,,,,,,,
9620,1676,8860,2663,8615,,,,,,8257,4264,3693,3465,3004,6427,4495,,,,,,,
9332,1324,8602,2267,8326,,,,,,7979,4020,3435,3191,2665,6849,4253,,,,,,,
10048,2228,9345,3185,9104,,,,,,8752,5236,4751,4515,3481,7686,5441,,,,,,,
8698,1324,7950,2289,7680,,,,,,7333,3991,3380,3140,2651,6201,4217,,,,,,,
9076,1426,8276,2454,7997,,,,,,7603,4337,3695,3435,2856,6604,4599,,,,,,,
8875,1398,8131,2393,7835,,,,,,7439,4085,3506,3264,2730,6458,4323,,,,,,,
8663,1365,7901,2364,7633,,,,,,7253,4133,3532,3292,2703,6089,4350,,,,,,,
22931,1377,22167,2346,21877,,,,,,21531,4436,3841,3593,2724,6750,4674,,,,,,,
9246,1706,8468,2772,8155,,,,,,7753,4598,3971,3727,3158,6847,4873,,,,,,,
8233,1392,7555,2379,7299,,,,,,6911,3953,3413,3216,2724,5986,4191,,,,,,,
9919,1331,9190,2267,8964,,,,,,8607,4270,3750,3547,2885,7201,4477,,,,,,,
9732,1347,8952,2354,8639,,,,,,8226,4164,3599,3362,2695,7176,4385,,,,,,,
9285,1375,8521,2415,8237,,,,,,7853,4227,3585,3343,2783,6490,4511,,,,,,,
10012,1394,9244,2342,8958,,,,,,8580,4024,3441,3214,2671,6199,4233,,,,,,,
9029,1371,8292,2399,8042,,,,,,7658,4164,3591,3354,2755,6336,4388,,,,,,,
8682,1284,8005,2521,7768,,,,,,7429,4294,3719,3488,2899,6297,4544,,,,,,,
8807,1598,8060,2549,7757,,,,,,7318,4292,3709,3473,2912,6288,4533,,,,,,,
8521,1345,7780,2308,7554,,,,,,7160,3963,3354,3145,2659,6153,4207,,,,,,,
9347,1291,8642,2266,8216,,,,,,7836,4671,4095,3859,2636,6857,4907,,,,,,,
8801,1326,8102,2287,7824,,,,,,7493,3995,3410,3183,2640,5953,4198,,,,,,,
10449,2253,9734,3697,9431,,,,,,9098,5470,4849,4648,4028,7981,5684,,,,,,,
10440,1399,9746,2354,9483,,,,,,9087,4212,3660,3465,2726,7046,4454,,,,,,,
